리뷰,날짜,업소명,지역
굿,2024-03-04,차덕분,인천
1인1메뉴 주문해야해요. 다과시켜도 음료에는 안들어가서 반드시 음료 인원수대로 시켜야해요.뻥뚫린 하나의 공간으로 되어있어서 너무너무 시끄러워요. 주차공간 턱없이 부족해서 다른곳에 유료주차해야해요. 뷰는 멋져요.호지차빙수 맛있어요. 공항가는길에 들렀어요,2023-09-24,차덕분,인천
영종에 단 하나뿐인 느낌있는 찻집차덕분새로생긴 <묵언> 공간이 저는 임팩트가 참 크네요당분간 참새방앗간 될듯...아침 첫차 이벤트 가매우 혜자롭네요 사장님 최고가오픈때 있던 직원도 아직 함께 하는 걸 보니 매우 믿음직스럽습니다. ㅎㅎ더보기,2023-06-26,차덕분,인천
바닷가쪽 카페들중에 컨셉이나 퀄리티 가장 좋은 것 같아요 그리고 직원분들이 차에 진심이신듯함,2023-10-21,차덕분,인천
차랑 디저트가 맛있어요.뷰도 좋아요 ^^,2023-12-02,차덕분,인천
임실치즈 아이스크림 주문할때 크림치즈 느낌을 상상하고 시켰는데 황치즈맛이 나와서 좀 의외였어요 ㅎㅎ그래도 아이스크림 자체는 맛있었어요!모나카랑 빙수도 맛있어요~,2023-09-30,차덕분,인천
송화밀수와 아메리카노 마셨어요플레이팅 넘 이쁘구 가져다 주실때 음료에 대해 설명해주셔서 차 접하기 좋네요!커피도 맛있습니다😁,2023-09-30,차덕분,인천
빙수가 너무 맛나고 분위기 가 맘을 편안하게 해네요 모처럼 기족들과 귀한 경험 했네요 참 홍암자가 여운이 깊게 나는 맛이 그윽한차더라구요 빙수랑 홍암자 강추,2023-08-12,차덕분,인천
친구와 같이간 찻집너무 분위기도 좋구  차향도 좋았어요.,2023-12-05,차덕분,인천
분윅도촣고 차향이 끝내줍니다 차덕분에 좋ㅇㄴ곳 알게됐어요,2023-12-20,차덕분,인천
영종도 뷰맛집! 멋진 뷰와 다도를 즐길 수 있는 그뤠잇한 곳입니다~ 썬셋에 맞춰 오면 더 좋을거 같아요. 청귤 홍차도 맛있었고 실타래빙수도 달콤했습니다♡,2023-08-19,차덕분,인천
뷰도 좋고 조용히 차를 즐기기 좋아요,2024-02-19,차덕분,인천
분위기 좋아요🫶,2024-01-01,차덕분,인천
바다뷰보며  차마시니 좋네용 👍,2023-10-29,차덕분,인천
커피도 차도 디저트도 다 너무 맛있어요,2023-10-21,차덕분,인천
가격이 저렴하지는 않지만 새로운 경험삼아 고즈넉한 분위기에서 좋은 시간 보냈어요 :),2023-09-01,차덕분,인천
"공간도 크고 예쁘고 뷰가 좋아요메뉴 다 맛있고 특히 판나코타랑 앙버터 맛있어요목련차도 찐인거같아요대기 해야하지만 직원분이 한팀한팀 다 신경써서 자리 알려주셔셔 하나도 불편함 없었어요주차장이 좀 작고, 엘리베이터는 좀 불편해요더보기",2023-08-13,차덕분,인천
차 카페 답게 마시는 법 설명도 친절하게 잘 해주시고 차 맛도 좋아요 뷰도 좋구여특히 판나코나 누가 만둘었나요...진짜 개존맛 ....ㅠ,2023-08-05,차덕분,인천
뷰가 진짜 좋아여!가격은 좀 있어도 한번쯤 와서 쉬어가기 좋네요:)근데 창가쪽 자리들은 좌식이니 참고하세욯,2023-08-13,차덕분,인천
찻집으로는 역대급입니다.영종도에 이런 멋진 전통찻집이 있을줄이야 ---차 종류가 다양하고 설명이 구체적이고 재밌습니다.애기설국과 설악목련꽃차에 대한 이야기가 무척슬픈 느낌이었습니다. 친절한 설명 감사했구요.차를 리필하며 계속 우려서 음미할수 있습니다.도심속에서 깊은 산속의 신선이 된 느낌이랄까 ?색다른 경험과 힐링을 맛보고 갑니다.더보기,2023-05-28,차덕분,인천
뷰가 정말 좋았습니다.,2024-01-24,차덕분,인천
2번째방문.다른곳 갔다가 자리없고 복잡해서 넓었던 기억으로 이동.다른곳보다 비싸다고 ㅋ 지역주민께서.하지만 그 값을하는곳이라생각됨.정성가득한 차ㅅ상 기분좋아진다.친절한 설명은 덤♥뷰좋아요.명당자리잡고 살짭 졸았던 편안함 ㅎ,2023-06-10,차덕분,인천
"양갱은 너무 달지 않고 맛있습니다~가래떡구이도 알맞게 구워져서 나오네요. 꿀에 찍어먹으면 더 맛있습니다.더워서 차를 안시켰는데, 다음에는 차를 도전할 예정입니다.사장님과 일하시는 분들 친절합니당~ 동네한바퀴에서 본 모습 그대로네요~더보기",2023-08-06,차덕분,인천
차분한 분위기에서 떠껀한 차한잔 스트레스 풀리네요~,2023-12-11,차덕분,인천
영종도 사시는 할머니할아버지 모시고처음 방문했는데요 너무 좋아하셨어요차도 맛있고 분위기 최고..!🩵,2023-08-17,차덕분,인천
"뷰 너무 좋고 음료, 디저트 다 맛있습니다❤️",2023-08-19,차덕분,인천
"맛있는 차 마시고 싶어서 검색하다 우연히 찾은 곳인데 정말 Thumbs up!!!애기설국, 설악목련꽃차, 호지차빙수, 공주밤 아이스크림 먹었는데 하나하나 특색있고 너무 맛있었어요!!!차에 대해 자세히 설명해주시는 부분도 정말 좋았고 직원분들 모두 친절하셔서 정말 좋은 시간 보냈습니다 :)서울에서 거리가 조금 있지만 앞으로 나들이 하는 날 맛있고 건강한 차와 디저트들, 차분하고 편안해지는 분위기, 미소가 절로 나오게 대해주시는 직원분들, 그리고 탁트인 바다뷰 생각하면 자주 오게 될거 같아요!더보기",2023-06-15,차덕분,인천
뷰도 좋고 맛도 좋고 친절해요! 웨이팅이 있고 차 가격이 좀 비싸고 가는 엘레베이터가 냄새가 좀 나서 다음에 또 갈지는 잘 모르겠어요! 내부는 너무 좋긴합니다!,2024-02-10,차덕분,인천
"컨셉 확실해서 좋아요..ㅎㅎ 음악도 사극풍 음악만 잔뜩이라 되게 고즈넉하고 현대랑 옛 분위기가 잘 녹아들어있어 한 번 쯤은 가볼만하네요차도, 라떼도 아이스크림도 다 맛있어요⌯’ㅅ’⌯종업원 분들도 다 개량한복 입고계신거 보고 와 여긴 컨셉 확실하네..하고 바로 알았던 ㅜ가격은 비싸지만 추천더보기",2023-06-14,차덕분,인천
애정합니다🫶,2023-11-10,차덕분,인천
진짜 대만족 입니다💕분위기도 좋고 매장도 넓고 뷰도 좋아요차도 너무 맛있고 설명도 잘해주십니다더보기,2023-09-17,차덕분,인천
멋진 공간입니다. 차도 맛있고 설명도 친절해요.,2023-08-25,차덕분,인천
엄마가 정말 좋아하셨어요 🧡뷰도 좋고 차에 대해 설명도 들을 수 있어 특색있습니다,2023-08-01,차덕분,인천
찻집이 특색이 있네요차 설명도 해 주시고 전체적으로 친절모드~뷰 맛집~~,2023-08-05,차덕분,인천
"자리가 없을까봐 걱정했는데 평일이라한가해서 자리가 많았어요!음료도 맛있고, 특히 디저트가 너무 달지도 않고 하나하나 너무 맛있어요🥹🥹직원 분들도 친절하고 차 마시는 법도 친절하게 잘 알려주셨어요!더보기",2023-06-01,차덕분,인천
경치도 좋고 차에대해서 꼼꼼히 설명도 해주시고 차도 너무 맛있습니다~^^,2023-11-19,차덕분,인천
분위기가 참 좋아요,2023-10-22,차덕분,인천
특이하네요,2024-01-25,차덕분,인천
커피만 좋아하는데.....추천해주신 어린국화차 마셨는데조신해지는 느낌ㅋㅋㅋ💯뷰 맛집👍조용하고 한적해서 차분하게멍때리고 왔어요~~~💕더보기,2023-06-24,차덕분,인천
뷰와 인테리어는 다른분들 후기에 칭찬일색일테고송화다식만 먹어봤는데 맛이 특별함쌉싸름하고 건강하게 맛있는 맛경주홍암차ㅡ차를 즐기지안는데 옅은 홍차+옅은 둥글레? 계속 마시게 되고. 기혈순환에 최고더보기,2023-05-15,차덕분,인천
분위기 좋아요!,2023-10-20,차덕분,인천
1인 1음료가 필수인 곳 디저트는 포함되지 않아요~다과가 맛있고 차를 마실 수 있는 공간이 특별해요디저트 퀄리티가 높고 호지차 좋아하시면 빙수 추천합니다!대신 좌식이 꽤 불편하고 엘리베이터에 수산물 비린내 진동해요ㅠㅠ더보기,2023-07-15,차덕분,인천
분위기도 이쁘고 차랑 한국식 디저트가 전부 잘어울리는 곳이었어요!!! 다음에 다시 방문하고싶어요!!!,2023-07-17,차덕분,인천
국화차가 환상적임,2023-11-16,차덕분,인천
분위기 좋고 차 맛있어요 ㅎ,2023-11-14,차덕분,인천
"맘속으로 다시 찾겠노라 약속하고~ 걸음을 재촉한 곳.  차덕분 ♡  다크초코향이 나는 잎차 자달 황차를 입에 머금고, 여유로운 시간을 갖었습니다. 아이스크림도 곶감말이도역시나 실망시키지 않는 고급진 맛 그대로였습니다.  구읍뱃터에서 차를 배에 실은 짧은 15분도 좋았더랬습니다.",2023-04-25,차덕분,인천
뷰도 좋고 인테리어도 멋져요! 재방문의사 있어여,2024-02-09,차덕분,인천
"은은하게 차의 향기를 느끼며 애기설국,설악목련차가 좋았습니다.^^",2023-10-09,차덕분,인천
차 설명도 잘 해주시고 디저트도 다 너무 맛있어요~ 오션뷰여서 여유있게 쉬다갑니다,2023-08-19,차덕분,인천
,2023-11-23,차덕분,인천
좋아요,2024-04-28,차덕분,인천
비오는날 차 마시니깐 좋아요바깥보면서 차한잔하기좋아요,2023-11-16,차덕분,인천
와... 두번째로 영종도 왔다가 이번에는 차덕분으로 갔는데.. 장난아니예요! 참고로 메뉴 고르시고 자리 앉아서 기다릴때 직원분이 갖다주실때 간단하게 차에대한 설명해주시거든요 그런 서비스도 너무 좋다고 생각되구요! 평일 금요일 점심 이후 시간인데도...사람이 꽤 있더라구요ㅠ 더군다나 신발 벗고 앉을 수 있는 경치 좋은 자리는 사람들이 꽉 차서 못 앉았어욥..ㅋㅋㅋ 완전 맛있더라구요! ㅜㅜ 곶감 디저트도 너무 좋았어연 💜💜💜💜,2023-04-16,차덕분,인천
ㅡ  ㅡ  ㅡ메뉴가 특별하고 매장이 넓어서 시원하며디저트와 함께  차를  마시기는  좋은데ㆍ  ㆍ  ㆍ카페 출입하기위해  사용하는  승강기건물 내 음식점 식단 이동용 사용으로생선 비린내  진동하며 . .  매우 불편해서두번은 방문하기  좀 어렵다는  결론  !!더보기,2023-08-12,차덕분,인천
친절하시고 아이스크림 식혜 다맛있어요인테리어도 좋어요 힐링🩵🩵🩵,2023-08-08,차덕분,인천
분위기도 좋고 차도 너무 향긋하고 맛있어요,2023-07-15,차덕분,인천
아침에 차한상 굿아이디어 🥰,2023-06-27,차덕분,인천
차를 마시러 오기 좋은 곳입니다.바다를 보면서 여유롭게 있기 좋아요,2023-10-02,차덕분,인천
모든게 다 완벽했다 .,2023-08-09,차덕분,인천
이야… 차덕분 한번 가보고 싶던 찻집인데 영종도 간날 갔어요! 한국적인 디저트도 다 맛있고 할미입맛이라 존맛탱 하지만 자리는 좀 불편… 그래도 뷰가 좋으니 할말 없음 자세한 후기는 하단 링크 타면 블로그에서 확인할 수 있어요 :)https://m.blog.naver.com/yamuzzini/223085502855더보기,2023-04-01,차덕분,인천
차 마시는 카페 오니 색다르고 좋아요!,2023-10-21,차덕분,인천
"벌써 세번째 방문이네요. 영종도 올때마다 꼭 들르는곳이에요. 이곳만의 분위기, 전통디저트가 너무 좋거든요. 조용한곳에서 차분히 대화하며 이곳에서만 마실수있는 차를 즐기는게 참 좋습니다. 직원분들이 차에대해 설명해주시는것도 유익하고 기분좋아요.",2023-06-03,차덕분,인천
차덕분,2024-02-12,차덕분,인천
너무너무 좋았습어요!바람쐬러 영종도에 가려는데카페 검색을 하다가 보게 된 곳 이에요해변쪽은 워낙 유명한 곳이 많았고이건물 반대편에 테라스가 유명한 커페도 있었는데뭔가 커피가 아닌 다른게 마시고 싶어서선택한 곳인데 함께한 부모님이 너무 좋아하셨어요오랜만에 커피가 아닌 음료를 마시고 디저트도 먹고너무 좋았습니다음료도 디저트도 맛있었고한번 자리를 옮기고 말을 안했는데도직원분들이 기억 해주시고자리까지 음료랑 디저트 가져다 주셨어요다른곳과 다루게 시끌벅적 하지 않아서 좋았고특히 보통 차 하면 쌍화차나 유자차 이런종류나 있는찻집만 갔는데 다양한 차들을 만날수 있어서좋았습니다! 물론 커피도 하나 시켰는데커피도 너뮤 맛있었어요 >_<다음에 부모님과 또 방문할거 같아요!더보기,2023-03-24,차덕분,인천
분위기 음악 뷰 차 디져트  20000%만족목련차맛이 넘좋네요   국화꽃 세팅도 멋지고 커피도 맛있어요.  기억은 안나지만 차 설명도 좋았어요~  소품 하나하나  신경쓴티가 나요~,2023-05-24,차덕분,인천
분위기 좋고 차도 맛있어요.평일에 가니 사람도 많지 않고 좋네요,2023-10-25,차덕분,인천
"맛있는데 삼십분 이상 기다려서 먹을 정도는 아닌, 바다뷰여서 그런지 가격대가 있음. 사진 모두 34000원! (4-5시 사이면 대기 길지 않을 듯)",2023-08-15,차덕분,인천
우연히 왔는데 뷰가 너무 좋습니다,2023-06-27,차덕분,인천
,2024-03-09,차덕분,인천
😋👍 가격대가조금 비싸지만 나름 분위기가좋은곳입니다.,2023-08-07,차덕분,인천
분위기가 좋아영,2023-09-08,차덕분,인천
"을왕리 여행중 유일하게 만족한곳.을왕리는 전체적으로 음식이 맛에 비해 비싸다는 느낌이 가득했는데 여긴 제외.비싼감은 없지않지만 뷰와 차 맛,식기 및 차에 대한 설명, 관광지 감안 하면 바가지는 아니라는 생각이 듬을왕리 여행중 가장 만족한곳더보기",2023-08-16,차덕분,인천
비싼감이있지만 가볼만해요~분위기도있고 전망도 좋아요차 내놓으실때설명해주시는 매니져분은 독특하게 설명해서재밌었어요~ ㅎ더보기,2023-04-19,차덕분,인천
너무너무 좋아요 ㅎㅎ 감사합니다,2023-10-07,차덕분,인천
너무너무 좋아요 ㅎㅎ 감사합니다,2023-10-07,차덕분,인천
항상 가는 곳이에요 너무 좋어요,2023-10-07,차덕분,인천
"차랑 커피 맛있게 먹었어요~ 뷰도 멋있고 다기도 예쁘고 사극풍 음악도 좋았어요. 좀 더운 구역도 있는데 에어컨 틀어달라고하면 돼요. 메뉴가 너무 비싸고, 건물입구부터 엘베안까지 역한 냄새가 심각하지만, 다행히 업장은 냄새 안나요. 건물냄새 좀 해결되면 좋겠어요~",2023-06-10,차덕분,인천
여유롭게 물멍을 때리면서 차한잔 하기 참 좋네요 ㅎㅎ 차맛도 좋고 즐거운 시간 잘 보내다 갑니다!,2023-08-15,차덕분,인천
,2023-10-01,차덕분,인천
진짜  최고예요  빙수 듀번먹어요 젭알,2023-07-24,차덕분,인천
바다 뷰를 보며 먹는 차와 다과친절한 직원분들조용하고 분위기있는 공간멀리서 찾아갔는데도 만족한상차림 시키면 다과가 꽤 많이나오는데아아 하나 시킨게 신의 한수였음더보기,2023-05-11,차덕분,인천
차와 다과가 아주 보기 좋고 맛도 좋아요. 직원 분이 오셔서 직접 차의 유래와 음다법을 알려주시던게 기억나네요. 다과가 전체적으로 달짝지근하고 고소해서 포장해가고 싶었어요.,2023-04-23,차덕분,인천
굿,2023-11-10,차덕분,인천
차도 맛있고  간식거리도  맛있어요~그중 제일은  호두 꽂감말이~~짱 맛있네요~1층에  수산이 있어서 비린내가 나긴했지만~더보기,2023-05-05,차덕분,인천
호지차 빙수 너무 맛있어요그릇들이 소꿉놀이하는거같고 넘 예쁘네요 ㅎㅎ 하나하나 설명해주셔서 좋았어요,2023-05-14,차덕분,인천
굿,2023-11-10,차덕분,인천
뷰도 멋지고  분위기도 굿,2023-09-11,차덕분,인천
,2023-09-17,차덕분,인천
분위기 좋고 ~ 차도 맛있고 ~ 뷰도 좋고 ~,2023-05-28,차덕분,인천
"8층에 위치하고있어서 바다랑 배가 보이니까더 분위기가 좋은것 같습니다~차를 주문하면 직원분이 테이블까지 오셔서 자세히 설명해 주시니, 다도를 몰라도 맛을 음미하는데 부족함이 없었습니다~저희는 차종류로는 월광백과 애기 설국을 주문했는데, 월광백은 하루 다섯잔만 판매를 한다고 합니다~ 신기한건 모든 잎차를 뜨겁게만 마셔본 저에게 차갑게 우려낸 월광백은 냉녹차와의 진한 첫경험이었습니다. 차갑게 마신 후 다시 뜨겁게 마실 수 도 있어서 더 색달랐답니다. 다과세트 커피 아이스크림까지 다양하게 맛보고 고풍스럽게 즐겼습니다~^^ 내부에는 다양한 차와 다기종류들을 판매도 하고 있어서 볼거리도 많았습니다 ^^다시 꼭 방문할께요^---^더보기",2023-02-27,차덕분,인천
바다가 보이는 전망으로 분위기 좋고설악 목련꽃 차에 대해 상세한  설명도 해주고다과도 맛나요,2023-04-08,차덕분,인천
친절한데 좀 비싸요,2023-10-03,차덕분,인천
아름다운 찻집입니다. 플레이팅도 훌륭하며 직원 분들도 굉장히 친절하세요. 인테리어도 참 예쁩니다.,2023-04-30,차덕분,인천
비오는날 가족 나들이 밥먹고 차마시러 ~,2023-08-10,차덕분,인천
엄마랑 꼭 와보고 싶었던 차덕분😊아기자기 세팅이 너무 예쁘게 나와요매일 마시는 커피 대신 색다르게 즐기기 괜찮은 공간,2023-04-18,차덕분,인천
차덕분~~ 에 오늘 좋은시간 보내고왔어요~ 날씨좋은날은 바다가 더잘보여서좋을것같아요~^^,2023-06-30,차덕분,인천
인테리어가 너무 이뻐요~,2023-10-02,차덕분,인천
뷰맛집이고 특별한 차가 먹고 싶어 왔는데 아주 만족합니다.,2023-12-17,차덕분,인천
비싸지만 예쁘고 가볼만해요!,2023-09-02,차덕분,인천
차로 특화된 카페친절하고 뷰 좋아요 좌식이라 불편하게 느끼는 분도 있을 것같아요,2023-06-18,차덕분,인천
"뷰 맛집 , 차 맛집, 분위기 👍",2023-06-23,차덕분,인천
엄마 모시고 왔는데 너무 좋아요ᩚ~,2023-05-08,차덕분,인천
비싸요… 차 종류 조차 1인1메뉴 해야함..,2023-07-29,차덕분,인천
곶감말이랑 밤아이스크림이 원픽!!,2023-08-07,차덕분,인천
전 원래 이런 차랑 한식같은거 좋아하거든요.. 그래서 너무너무너무 맘에 드는 곳이었습니다ㅎㅎ 가격이 약간 있지만..밤아이스크림도 맛있고 곶감말이도 맛있고 차도 맛있었어요!! 배안불렀으면 이거저거 더 먹었을텐데 아쉬워요. 차는 좀 비싼데 직접 내려먹을수도 있고 양이 많아 좋았어요. 담에 영종도가면 또 가고싶어요,2023-06-24,차덕분,인천
처음 와봤는데 너무좋아요!!! 역시 평일에 또 와야겠어용!!!,2023-06-19,차덕분,인천
"가족이랑 주말에 영종도 나들이 갔다가 들른 곳. 토요일은 앉을 자리가 없을만큼 붐비는데(한번 실패전적 있음)일요일 오후4시에 가니까 한가함차가 맛있으니 차 위주로 주문하시길,",2023-04-02,차덕분,인천
차는 2인이서 하나를 시키고 공주밤아이스크림이랑 가래떡 구이 조합으로 주문했는데 조합이 너무나 완벽하네요. 가야금연주곡들이며 차와 어울리는 인테리어와 영종도의 뷰는 정말 행복하네요. 가래떡은 말랑하니 먹기좋고 아이스크림은 단단하면서 부드럽고 바삭한 쌀뻥들이랑 맛나고 애기설국차는 빛깔에서부터 아름답습니다. 오래토록 함께 하고싶어요. 차덕분 입니다.🙏👍💙,2023-02-03,차덕분,인천
맛있고 뷰도좋아요,2023-06-17,차덕분,인천
할머니모시고 가기 좋을 것 같아서 방문했는데 대만족이에요 !우선 차랑 디저트 다 맛있었고 차에 대해서 자세하게 설명해주셔서 좋았어요 !금액이 비싼편이지만 확실히 다른 카페들과는 맛이 달라요 🤍,2023-03-04,차덕분,인천
인테리어가 예뻐요바다뷰 ! 그리고 곶감 단지는 맛이 굉장히 오묘해요,2023-07-23,차덕분,인천
차 가져다 주시면서 설명도 해주시고 좋습니다오랜만에 차 마시러 가니 좋네요가격은 좀 있는편..아침메뉴도 따로 있어서 더 좋았어요더보기,2023-03-24,차덕분,인천
"입구에 고품격 찻집이라고 써놓으셨는데, 정말 맞는 말이에요!내부 분위기도 메뉴도 음식도 뷰도 고급스럽고 정성이 느껴집니다,일요일 오후에 방문했는데 대기가 있어서 놀랬네요, 이렇게 인기가 많은줄 몰랏어요, 내부 좌석 많은데도 대기가 좀 있었어요,당연히 창가석이 인기네요 ㅎㅎ별거 아닌것 같은데 가래떡 구이가 엄청 야들해서 깜짝 놀래고 ㅋㅋ 쑥라떼 곶감치즈말이 다 맛있었는데, 여기만의 정성 포인트들이 곳곳에 눈에 띄는게 서빙해주실때 설명도 해주시고 작은 꽃도 함께 내주시고 음식 디피에도 신경쓰시는게 보여요!sns용 아니고 진심 또 오고 싶어요❤️더보기",2023-01-15,차덕분,인천
컨셉이 확실해서 좋아요! 음료랑 디저트 너무 맛있어요! 부모님이 더 만족하신 카페입니다~,2023-06-26,차덕분,인천
맛있어요,2023-09-14,차덕분,인천
여기 너무 이쁘고 좋은데 ㅋㅋㅋ 사람 많으면 자리 눈치싸움 해야되는게 좀 불편했어요ㅠ 그점만 빼면 너무 완벽한곳..💕 저희는 빠르게 포기하고 음식에 집중했는데 너무 만족 스러웠습다! 다음엔 평일에 와보려구용! 밤 아이스크림 너무 맛있어요!!! 쫜득쫜득 젤라또 같아서 ㅠ 저것만 하나도 시켜먹을까 고민 했어여 ㅠ 다음에 또 올께용😊,2023-02-04,차덕분,인천
예쁘게  대접받는느낌이에요 뷰가좋아요,2023-07-09,차덕분,인천
비싸지만 좋네여,2023-08-20,차덕분,인천
좋아요,2023-08-16,차덕분,인천
가격은비싸지만 체험으로는 훌륭한곳,2023-08-14,차덕분,인천
"뷰 너무 좋고, 힐링이에요 !",2023-06-06,차덕분,인천
분위기 좋고 차도 맛있어요,2023-05-01,차덕분,인천
자리가 넓고 인테리어가 예뻐요. 차 마시러 또 가고 싶어요~,2023-12-17,차덕분,인천
음료 가격대가 있지만 뷰좋고특색 있으며 맛있어용,2023-04-30,차덕분,인천
두 번 방문만에 최애 카페로 등극해서 세 번째 방문했어요.매번 다른 사람들과 방문했는데 모두가 감탄하며 만족했네요.이번엔 밤 아이스크림을 처음 먹어봤는데 기대 이상이었어요.차는 말할 것도 없이 맛있었고요.어떻게 이렇게 모든 메뉴가 맛있고 예쁠 수 있는지 놀라울 따름입니다!!특별한 날에 방문하면 최고의 시간을 보낼 수 있을 것 같아요.(+창가 자리와 아닌 자리의 체감 만족도 차이가 큰 것 같긴 합니다)더보기,2023-01-10,차덕분,인천
"애기설국이랑 호지차빙수, 곶감말이 먹었어요. 하나하나 독특하고 맛있어요. 날이 좀 흐렸지만 뷰도 뻥 뚫려서 좋아요.",2023-03-15,차덕분,인천
진짜 갬성 대박 너무 예쁘고 특히 밤아이스크림 완전 대존맛탱 또 먹으러 갈거임요 영종도 가면 여기 무조건 들리시길🫶,2023-05-20,차덕분,인천
차가격대는 있지만 뷰 좋은 차집에서 즐거운 담소를 나눌수 있어 좋아요.주문한 차에 대에 친절히 설명도 해주시고 좋았어요.,2023-03-01,차덕분,인천
호지차 빙수 맛있어요,2023-07-30,차덕분,인천
안쪽에 경치 좋은 좌석도 있구요 차가 나올 때 설명도 해주시네요~ 경치 보면서 따뜻하게 차 한잔도 하고 이야기도 집중해서 잘 나누고 왔어요!,2023-03-05,차덕분,인천
와..여기 디저트 맛집이네요,2023-06-04,차덕분,인천
한옥 좋아요~애기설국 은은하니 겨울과 너무 잘 어울려요~겨울은  따뜻한 차가 제격임!쑥차라떼는 쑥의 향과 맛이 잘 나서 좋았어요~거친 거품이 아쉽고 문방구에 파는 불량식품이 올라와있는 듯 하여 먹기 그랬어요.아쉬운 점은 양도 적고 너무 비싸다는 것!뷰값인 듯~더보기,2023-01-07,차덕분,인천
맛나요.,2023-09-30,차덕분,인천
여기진짜대박,2023-07-02,차덕분,인천
차도 맛있고 분위기도 좋습니다뷰도 좋고 인원관리도 잘해주시네요재방문 할 의향 100%,2023-05-01,차덕분,인천
항상 자주 오는 곳 차도 커피도 다과도 너무 맛있는 이곳 부모님 모시고 오기 최고에요❤️,2023-05-13,차덕분,인천
좋아요,2023-10-08,차덕분,인천
오랜만에 너무 예쁘고 맛있는 카페를 발견했어요ㅎㅎㅎ다음에 무조건 재방문 예정입니다~!,2023-03-27,차덕분,인천
꼭한번가보세요~^^,2023-05-13,차덕분,인천
장소도  넓고  음료도   다양해요,2023-09-29,차덕분,인천
날씨가 좋으면 뷰가 더 예쁠 것 같아요 한상차림도 여러가지 디저트를 맛볼 수 있어서 좋았어요😋,2023-05-05,차덕분,인천
차에대한 부수적인 설명과 함께 차 맛이 너무 좋았어요.부모님과 함께 방문했는데 좋아 하시더라구요~ :),2023-05-05,차덕분,인천
분위기좋아요. 차 좋아하는 사람은 괜찮아요,2023-04-08,차덕분,인천
드디어왔어요 토요일저녁이라 조용했어요~직접 가져다주시면서 차 설명도 해주시고 너무너무 이쁘고 분위기있고 기분좋게 차마시고 왔어요!저녁말고는 웨이팅이심해서 낮에 한번 다시 꼭 와보고싶네요 ㅎ,2023-01-07,차덕분,인천
만석이면 댜기해야해요.자리안내는 없어요. 직접 잡아야하네요.순서기다려서 자리 잡고 옮기려고 하는데 뒤에온 사람이 먼저 자리먼저 훅 잡음..이럴거면 순서 왜 기다리는지?? 주문도 안하고 자리먼저 자보 주문하고 자리잡는 사람은 바보인가....더보기,2023-05-29,차덕분,인천
높은곳에서 인천앞바다 바라보기..힐링됨,2023-07-29,차덕분,인천
차가 아주 맛있습니다.주차공간은 협소합니다,2023-04-14,차덕분,인천
한번쯤 오기에 좋은 곳 같아요. 차는 그냥 쏘쏘.. 날씨 흐린날 가는건 비추입니다. 월광백 차는 한정수량 10잔이라해서 부랴부랴 주문했는데 그 이상 팔리는 것 같아욬ㅋㅋㅋ,2023-07-22,차덕분,인천
매장 예쁘고 음료랑 다과도 예쁘고 맛있어요되게 바쁘고 정신 없어 보이는데 직원 분들도 엄청 친절해요,2023-10-01,차덕분,인천
매장 깔끔하고 차 향이 좋아요뷰도 좋고  힐링하기 좋아요기분전환하고 싶을때  ~~,2023-03-06,차덕분,인천
특이한 메뉴가 있어서 방문해봤어용송화가루가 올려져있는 특이한 메뉴가 있네요!날이 흐려서 바다가 잘 안보여서 아쉬워요ㅠ넑긴한데 거의 좌식테이블이라 오래 앉아있기는 불편하고 음료가 비싼편:)한번씩 방문하기는 좋은데 재방문은 안할것같아용더보기,2023-04-20,차덕분,인천
설국차 맛이 좋았어요커피안마시는 사람에게 최적이고 바다뷰가 굿입니다디저트도 아기자기하게 예쁘게나와서 보기만해도 기분좋아지고 밤아이스크림도 쫀득한식감이에요,2023-02-08,차덕분,인천
굿굿,2023-10-16,차덕분,인천
"주말이라 waiting이 있었습니다. 30분 안되게 기다린것같은데, 좋은 창가 자리가 나면 앉아 있는 사람에게 우선권을 주셔서 방침이 좋아요. 오래 머눌수가 없어서 차는 다음에 마시기로 하고 쑥차라떼와 앙버터, 가래떡을 먹었어요. 라떼는 솔직히 엄청 달았습니다. 그리고 쑥향이 좋았지만 쑥가루가 저는 목에 좋지 않아서 물을 계속 마셨어요. 간식은 괜찮았고, 인테리어나 전반적으로 차분한데 , 주방 뒤쪽으로가 기다리는 사람이 없고 해서 이야기하고 차를 마시기에 좋았어요. 다음엔 차를 마셔봐야 겠습겠습니다",2023-01-28,차덕분,인천
인테리어가 정말 예뻐요,2023-06-17,차덕분,인천
굿,2023-10-12,차덕분,인천
8층  창밖으로 보이는  작약도가 넘  예쁨.차도  맛있지만  임실치즈  아이스크림이  매력있음 .,2023-02-24,차덕분,인천
전통차와 분위기에 어울리는 음악까지~힐링하기 좋은  시간이었어요~조만간 또 찾아갈거같아요^^,2023-03-10,차덕분,인천
차덕분,2023-12-07,차덕분,인천
차도 맛있고 분위기도 좋아요,2023-05-10,차덕분,인천
매장이 청결하고 친절해요,2023-03-31,차덕분,인천
황차 너무 구수하고 맛있습니다드디어 영종도에 또 올만한곳이 생겼네요,2023-06-27,차덕분,인천
좋아요,2023-09-02,차덕분,인천
